spCollection,sample_name,core_ORF,ARG,MRG_type,MRG,NearestDistance,ARG_type
Tailing,Tailing_JX.bin.441,JX_tailings_Scaff0592891_2,patA,Multi-metal_resistance,IRLR,1318,fluoroquinolone
Tailing,Tailing_JX.bin.442,JX_tailings_Scaff0023651_173,dfrA3,Copper_resistance,COPA,19768,diaminopyrimidine
Tailing,Tailing_JX.bin.442,JX_tailings_Scaff0023651_221,clbB,Multi-metal_resistance,CUSA,13133,phenicol
Tailing,Tailing_JX.bin.442,JX_tailings_Scaff0023651_28,penA,Copper_resistance,COPA,190329,beta-lactam
Tailing,Tailing_JX.bin.442,JX_tailings_Scaff0186843_54,vanTrL,Chromium_resistance,CHRA,5758,glycopeptide
Tailing,Tailing_JX.bin.442,JX_tailings_Scaff0186843_6,rosB,Chromium_resistance,CHRA,55850,fosmidomycin
Tailing,Tailing_JX.bin.442,JX_tailings_Scaff0524028_7,mexW,Copper_resistance,CORR,7391,multidrug
Tailing,Tailing_JX.bin.442,JX_tailings_Scaff0896747_79,kasugamycin_resistance_protein_ksgA,Copper_resistance,CORR,21096,aminoglycoside
Tailing,Tailing_JX.bin.442,JX_tailings_Scaff0896747_95,tetA(48),Copper_resistance,CORR,37662,tetracycline
Tailing,Tailing_JX.bin.442,JX_tailings_Scaff1097168_4,sul4,Copper_resistance,DNAK,12994,sulfonamide
Tailing,Tailing_JX.bin.442,JX_tailings_Scaff1097168_40,MexV,Copper_resistance,DNAK,22658,multidrug
Tailing,Tailing_JX.bin.442,JX_tailings_Scaff1625545_155,bacA,Copper_resistance,CORR,11142,bacitracin
Tailing,Tailing_JX.bin.442,JX_tailings_Scaff1697267_36,MCR-3,Arsenic_resistance,PSTB,31656,peptide
Tailing,Tailing_JX.bin.442,JX_tailings_Scaff1697267_56,PBP-1B,Arsenic_resistance,PSTB,7941,beta-lactam
Tailing,Tailing_JX.bin.448,JX_tailings_Scaff1813828_3,patA,Arsenic_resistance,AIOR,9328,fluoroquinolone
Tailing,Tailing_JX.bin.448,JX_tailings_Scaff2577745_13,vanTrL,Copper_resistance,COPS,4624,glycopeptide
Tailing,Tailing_JX.bin.456,JX_tailings_Scaff0200724_9,vanH,Arsenic_resistance,PSTC,4156,glycopeptide
Tailing,Tailing_JX.bin.456,JX_tailings_Scaff0272388_6,vanB,Multi-metal_resistance,CZCC,2288,glycopeptide
Tailing,Tailing_JX.bin.456,JX_tailings_Scaff0283996_18,kasugamycin_resistance_protein_ksgA,Multi-metal_resistance,CORC,7881,aminoglycoside
Tailing,Tailing_JX.bin.456,JX_tailings_Scaff0324942_27,baeR,Copper_resistance,CORR,4982,multidrug
Tailing,Tailing_JX.bin.456,JX_tailings_Scaff0375484_6,PmrF,Arsenic_resistance,ARST,4150,peptide
Tailing,Tailing_JX.bin.456,JX_tailings_Scaff0484942_2,smeF,Multi-metal_resistance,RECGM,12720,multidrug
Tailing,Tailing_JX.bin.456,JX_tailings_Scaff0484942_3,smeE,Multi-metal_resistance,RECGM,9635,multidrug
Tailing,Tailing_JX.bin.456,JX_tailings_Scaff0484942_4,smeD,Multi-metal_resistance,RECGM,8480,multidrug
Tailing,Tailing_JX.bin.456,JX_tailings_Scaff1285343_13,tetA(48),Multi-metal_resistance,SILA,15306,tetracycline
Tailing,Tailing_JX.bin.460,JX_tailings_Scaff0279324_10,vanD,Multi-metal_resistance,RECGM,6452,glycopeptide
Tailing,Tailing_JX.bin.460,JX_tailings_Scaff1239966_10,vanKI,Copper_resistance,CTPV,21698,glycopeptide
Tailing,Tailing_JX.bin.460,JX_tailings_Scaff1239966_30,multidrug_ABC_transporter,Copper_resistance,CTPV,2206,multidrug
Tailing,Tailing_JX.bin.463,JX_tailings_Scaff0933226_12,multidrug_ABC_transporter,Copper_resistance,CORR,4512,multidrug
Tailing,Tailing_JX.bin.463,JX_tailings_Scaff1432390_3,baeR,Multi-metal_resistance,IRLR,5553,multidrug
Tailing,Tailing_JX.bin.465,JX_tailings_Scaff0221666_23,vanH,Copper_resistance,COPA,43021,glycopeptide
Tailing,Tailing_JX.bin.465,JX_tailings_Scaff0906732_16,mexM,Multi-metal_resistance,IRLR,16799,multidrug
Tailing,Tailing_JX.bin.465,JX_tailings_Scaff1537125_50,clbB,Copper_resistance,DNAK,33060,phenicol
Tailing,Tailing_JX.bin.470,JX_tailings_Scaff0017726_4,sul3,Arsenic_resistance,PSTS,2225,sulfonamide
Tailing,Tailing_JX.bin.471,JX_tailings_Scaff0405751_10,rpsD_(ramA_or_sud2),Multi-metal_resistance,IRLR,69840,unclassified
Tailing,Tailing_JX.bin.471,JX_tailings_Scaff0405751_57,multidrug_ABC_transporter,Multi-metal_resistance,IRLR,22353,multidrug
Tailing,Tailing_JX.bin.471,JX_tailings_Scaff0595092_9,vanG,Multi-metal_resistance,RECGM,4678,glycopeptide
Tailing,Tailing_JX.bin.471,JX_tailings_Scaff0631092_23,multidrug_ABC_transporter,Multi-metal_resistance,IRLR,5623,multidrug
Tailing,Tailing_JX.bin.471,JX_tailings_Scaff1656520_11,myrA,Copper_resistance,CTPV,5805,MLS
Tailing,Tailing_JX.bin.471,JX_tailings_Scaff2125043_52,tetB(48),Multi-metal_resistance,MODC,28525,tetracycline
Tailing,Tailing_JX.bin.471,JX_tailings_Scaff2125043_53,tetA(48),Multi-metal_resistance,MODC,29346,tetracycline
Tailing,Tailing_JX.bin.473,JX_tailings_Scaff0553474_3,TaeA,Copper_resistance,DNAK,5576,pleuromutilin
Tailing,Tailing_JX.bin.473,JX_tailings_Scaff1074077_35,macA,Multi-metal_resistance,RUVBM,17636,MLS
Tailing,Tailing_JX.bin.475,JX_tailings_Scaff2625919_5,otr(B),Copper_resistance,ACTPC,8351,tetracycline
Tailing,Tailing_JX.bin.48,JX_tailings_Scaff0347758_74,rpsD_(ramA_or_sud2),Arsenic_resistance,PSTB,86056,unclassified
Tailing,Tailing_JX.bin.480,JX_tailings_Scaff0717600_2,multidrug_ABC_transporter,Multi-metal_resistance,RUVBM,20960,multidrug
Tailing,Tailing_JX.bin.480,JX_tailings_Scaff1730302_42,mexD,Multi-metal_resistance,CNRA,23302,multidrug
Tailing,Tailing_JX.bin.480,JX_tailings_Scaff1730302_43,mexX,Multi-metal_resistance,CNRA,22057,multidrug
Tailing,Tailing_JX.bin.480,JX_tailings_Scaff2594361_204,efrA,Multi-metal_resistance,RECGM,57968,multidrug
Tailing,Tailing_JX.bin.490,JX_tailings_Scaff0190512_10,tetA(48),Copper_resistance,CORR,12944,tetracycline
Tailing,Tailing_JX.bin.490,JX_tailings_Scaff0365568_32,macA,Copper_resistance,CORR,22471,MLS
Tailing,Tailing_JX.bin.490,JX_tailings_Scaff0490919_6,metallo-beta-lactamase,Copper_resistance,CORR,7690,beta-lactam
Tailing,Tailing_JX.bin.490,JX_tailings_Scaff1075594_14,multidrug_ABC_transporter,Chromium_resistance,RECG,10304,multidrug
Tailing,Tailing_JX.bin.492,JX_tailings_Scaff1295045_4,multidrug_ABC_transporter,Copper_resistance,CUTO,3446,multidrug
Tailing,Tailing_JX.bin.492,JX_tailings_Scaff2637231_15,major_facilitator_superfamily_transporter,Copper_resistance,COPR,3720,multidrug
Tailing,Tailing_JX.bin.495,JX_tailings_Scaff0018667_13,clbB,Copper_resistance,DNAK,3502,phenicol
Tailing,Tailing_JX.bin.499,JX_tailings_Scaff0304327_56,TriA,Zinc_resistance,ZRAR,33459,triclosan
Tailing,Tailing_JX.bin.499,JX_tailings_Scaff0304327_57,TriC,Zinc_resistance,ZRAR,34486,triclosan
Tailing,Tailing_JX.bin.499,JX_tailings_Scaff0320961_40,mdtK,Arsenic_resistance,PSTB,3193,multidrug
Tailing,Tailing_JX.bin.499,JX_tailings_Scaff0320961_42,baeR,Arsenic_resistance,PSTB,815,multidrug
Tailing,Tailing_JX.bin.499,JX_tailings_Scaff0320961_58,sul4,Arsenic_resistance,PSTC,13295,sulfonamide
Tailing,Tailing_JX.bin.499,JX_tailings_Scaff0420668_27,kasugamycin_resistance_protein_ksgA,Multi-metal_resistance,IRLR,163798,aminoglycoside
Tailing,Tailing_JX.bin.499,JX_tailings_Scaff0483858_8,LRA-1,Chromium_resistance,CHRA,13385,beta-lactam
Tailing,Tailing_JX.bin.499,JX_tailings_Scaff0733639_145,patA,Iron_resistance,ACN,14072,fluoroquinolone
Tailing,Tailing_JX.bin.499,JX_tailings_Scaff0733639_19,bacA,Multi-metal_resistance,CZCA,77939,bacitracin
Tailing,Tailing_JX.bin.499,JX_tailings_Scaff0733639_31,mdtC,Multi-metal_resistance,CZCA,65422,multidrug
Tailing,Tailing_JX.bin.499,JX_tailings_Scaff0733639_33,mdtA,Multi-metal_resistance,CZCA,60874,multidrug
Tailing,Tailing_JX.bin.499,JX_tailings_Scaff1062805_18,bicyclomycin-multidrug_efflux_protein_bcr,Chromium_resistance,CHRA,55381,multidrug
Tailing,Tailing_JX.bin.499,JX_tailings_Scaff1520726_27,tetA(48),Multi-metal_resistance,RUVBM,34282,tetracycline
Tailing,Tailing_JX.bin.499,JX_tailings_Scaff2416866_11,multidrug_ABC_transporter,Iron_resistance,ACN,8883,multidrug
Tailing,Tailing_JX.bin.499,JX_tailings_Scaff2416866_41,TaeA,Iron_resistance,ACN,27063,pleuromutilin
Tailing,Tailing_JX.bin.50,JX_tailings_Scaff0587150_182,tetA(48),Multi-metal_resistance,RECGM,91846,tetracycline
Tailing,Tailing_JX.bin.50,JX_tailings_Scaff1025912_26,tetA(48),Iron_resistance,ACN,128490,tetracycline
Tailing,Tailing_JX.bin.50,JX_tailings_Scaff1103413_66,patA,Copper_resistance,DNAK,31899,fluoroquinolone
Tailing,Tailing_JX.bin.50,JX_tailings_Scaff1983098_122,multidrug_ABC_transporter,Multi-metal_resistance,RUVBM,117204,multidrug
Tailing,Tailing_JX.bin.501,JX_tailings_Scaff0705596_22,dfrA3,Copper_resistance,CORR,1362,diaminopyrimidine
Tailing,Tailing_JX.bin.501,JX_tailings_Scaff0991935_5,vanB,Copper_resistance,COPK,175,glycopeptide
Tailing,Tailing_JX.bin.501,JX_tailings_Scaff0991935_8,vanB,Multi-metal_resistance,IRLR,3019,glycopeptide
Tailing,Tailing_JX.bin.502,JX_tailings_Scaff0225392_23,efrB,Multi-metal_resistance,MODC,7812,multidrug
Tailing,Tailing_JX.bin.502,JX_tailings_Scaff0451660_37,sul4,Multi-metal_resistance,RUVBM,9446,sulfonamide
Tailing,Tailing_JX.bin.502,JX_tailings_Scaff1158943_14,patA,Copper_resistance,CUTO,7597,fluoroquinolone
Tailing,Tailing_JX.bin.502,JX_tailings_Scaff1158943_36,penA,Copper_resistance,CUTO,38497,beta-lactam
Tailing,Tailing_JX.bin.504,JX_tailings_Scaff0055262_166,mexH,Multi-metal_resistance,CZRA,1993,multidrug
Tailing,Tailing_JX.bin.504,JX_tailings_Scaff0324118_204,sul4,Copper_resistance,DNAK,113551,sulfonamide
Tailing,Tailing_JX.bin.504,JX_tailings_Scaff0324118_306,patA,Copper_resistance,DNAK,2901,fluoroquinolone
Tailing,Tailing_JX.bin.504,JX_tailings_Scaff0324118_352,cob(I)alamin_adenolsyltransferase,Copper_resistance,DNAK,63297,unclassified
Tailing,Tailing_JX.bin.504,JX_tailings_Scaff1032389_4,patA,Multi-metal_resistance,RECGM,117003,fluoroquinolone
Tailing,Tailing_JX.bin.504,JX_tailings_Scaff1062149_149,major_facilitator_superfamily_transporter,Copper_resistance,DNAK,112195,multidrug
Tailing,Tailing_JX.bin.504,JX_tailings_Scaff1062149_33,major_facilitator_superfamily_transporter,Copper_resistance,DNAK,2049,multidrug
Tailing,Tailing_JX.bin.504,JX_tailings_Scaff2159131_20,major_facilitator_superfamily_transporter,Copper_resistance,ACTPC,82480,multidrug
Tailing,Tailing_JX.bin.504,JX_tailings_Scaff2311619_210,multidrug_ABC_transporter,Copper_resistance,CTPV,4340,multidrug
Tailing,Tailing_JX.bin.504,JX_tailings_Scaff2311619_220,OpmB,Copper_resistance,CTPV,13829,multidrug
Tailing,Tailing_JX.bin.504,JX_tailings_Scaff2311619_73,PmrF,Copper_resistance,CTPV,160451,peptide
Tailing,Tailing_JX.bin.507,JX_tailings_Scaff0019775_7,bcrA,Arsenic_resistance,PSTB,4936,bacitracin
Tailing,Tailing_JX.bin.507,JX_tailings_Scaff0485990_9,sul4,Copper_resistance,COPR,12969,sulfonamide
Tailing,Tailing_JX.bin.515,JX_tailings_Scaff0113925_190,OXA-3,Lead_resistance,PBRA,130715,beta-lactam
Tailing,Tailing_JX.bin.515,JX_tailings_Scaff0155157_31,multidrug_ABC_transporter,Arsenic_resistance,PSTB,28920,multidrug
Tailing,Tailing_JX.bin.515,JX_tailings_Scaff0155157_63,bicyclomycin-multidrug_efflux_protein_bcr,Arsenic_resistance,PSTB,4872,multidrug
Tailing,Tailing_JX.bin.515,JX_tailings_Scaff0255939_22,penA,Multi-metal_resistance,RECGM,25381,beta-lactam
Tailing,Tailing_JX.bin.515,JX_tailings_Scaff0255939_76,ugd,Multi-metal_resistance,RECGM,39452,peptide
Tailing,Tailing_JX.bin.515,JX_tailings_Scaff1045601_2,bacA,Arsenic_resistance,PSTB,19013,bacitracin
Tailing,Tailing_JX.bin.515,JX_tailings_Scaff1407619_25,multidrug_ABC_transporter,Arsenic_resistance,AIOR,4641,multidrug
Tailing,Tailing_JX.bin.515,JX_tailings_Scaff2531104_16,cystathionine_beta-lyase_patB,Multi-metal_resistance,CUEA,33271,unclassified
Tailing,Tailing_JX.bin.517,JX_tailings_Scaff0032786_13,vanN,Multi-metal_resistance,CORB,19276,glycopeptide
Tailing,Tailing_JX.bin.517,JX_tailings_Scaff0032786_4,penA,Multi-metal_resistance,CORB,30241,beta-lactam
Tailing,Tailing_JX.bin.517,JX_tailings_Scaff0073980_15,baeR,Copper_resistance,DNAK,27934,multidrug
Tailing,Tailing_JX.bin.517,JX_tailings_Scaff0077607_66,patA,Chromium_resistance,CHRA,14111,fluoroquinolone
Tailing,Tailing_JX.bin.517,JX_tailings_Scaff0137967_35,mdtA,Multi-metal_resistance,MREA,32804,multidrug
Tailing,Tailing_JX.bin.517,JX_tailings_Scaff0403557_12,sul4,Arsenic_resistance,PSTB,1753,sulfonamide
Tailing,Tailing_JX.bin.517,JX_tailings_Scaff0956154_4,multidrug_ABC_transporter,Multi-metal_resistance,CUEA,2116,multidrug
Tailing,Tailing_JX.bin.517,JX_tailings_Scaff1247979_42,vanH,Multi-metal_resistance,CUEA,2277,glycopeptide
Tailing,Tailing_JX.bin.518,JX_tailings_Scaff0276739_12,Staphylococcus_mupA_conferring_resistance_to_mupirocin,Chromium_resistance,RECG,39644,mupirocin
Tailing,Tailing_JX.bin.518,JX_tailings_Scaff0276739_6,sul4,Chromium_resistance,RECG,47490,sulfonamide
Tailing,Tailing_JX.bin.518,JX_tailings_Scaff1138790_24,efrB,Copper_resistance,CORR,14442,multidrug
Tailing,Tailing_JX.bin.521,JX_tailings_Scaff0544326_3,multidrug_ABC_transporter,Iron_resistance,ACN,888,multidrug
Tailing,Tailing_JX.bin.526,JX_tailings_Scaff0036531_30,multidrug_ABC_transporter,Copper_resistance,COPR,25917,multidrug
Tailing,Tailing_JX.bin.526,JX_tailings_Scaff0530981_12,mdtK,Arsenic_resistance,ARSM,4947,multidrug
Tailing,Tailing_JX.bin.526,JX_tailings_Scaff0530981_9,BahA,Arsenic_resistance,ARSM,2365,peptide
Tailing,Tailing_JX.bin.528,JX_tailings_Scaff0355804_14,sul3,Arsenic_resistance,PSTC,2800,sulfonamide
Tailing,Tailing_JX.bin.528,JX_tailings_Scaff1629378_7,dfrA3,Copper_resistance,ACTPC,5810,diaminopyrimidine
Tailing,Tailing_JX.bin.531,JX_tailings_Scaff0183488_55,clbB,Copper_resistance,DNAK,2168,phenicol
Tailing,Tailing_JX.bin.535,JX_tailings_Scaff0542729_25,Brucella_suis_mprF,Copper_resistance,COPR,78361,peptide
Tailing,Tailing_JX.bin.535,JX_tailings_Scaff0542729_63,Rm3,Copper_resistance,COPR,39712,beta-lactam
Tailing,Tailing_JX.bin.535,JX_tailings_Scaff0940356_28,rpsD_(ramA_or_sud2),Iron_resistance,ACN,8428,unclassified
Tailing,Tailing_JX.bin.535,JX_tailings_Scaff1084741_9,kasugamycin_resistance_protein_ksgA,Multi-metal_resistance,CORD,181,aminoglycoside
Tailing,Tailing_JX.bin.535,JX_tailings_Scaff1692940_144,PER-2,Copper_resistance,COPF,53759,beta-lactam
Tailing,Tailing_JX.bin.535,JX_tailings_Scaff1692940_159,multidrug_ABC_transporter,Copper_resistance,COPF,38191,multidrug
Tailing,Tailing_JX.bin.535,JX_tailings_Scaff1692940_180,emrA,Copper_resistance,COPF,15550,multidrug
Tailing,Tailing_JX.bin.535,JX_tailings_Scaff1692940_53,ykkC,Arsenic_resistance,PSTB,1222,multidrug
Tailing,Tailing_JX.bin.535,JX_tailings_Scaff1692940_64,OpmB,Arsenic_resistance,PSTC,7593,multidrug
Tailing,Tailing_JX.bin.535,JX_tailings_Scaff1692940_97,vanH,Arsenic_resistance,PSTC,42987,glycopeptide
Tailing,Tailing_JX.bin.535,JX_tailings_Scaff1891808_52,dfrA3,Multi-metal_resistance,CORC,29375,diaminopyrimidine
Tailing,Tailing_JX.bin.535,JX_tailings_Scaff2058705_68,multidrug_ABC_transporter,Arsenic_resistance,ARST,36580,multidrug
Tailing,Tailing_JX.bin.535,JX_tailings_Scaff2077901_31,bcrA,Copper_resistance,COPA,34863,bacitracin
Tailing,Tailing_JX.bin.535,JX_tailings_Scaff2556068_21,multidrug_ABC_transporter,Copper_resistance,CORR,9228,multidrug
Tailing,Tailing_JX.bin.535,JX_tailings_Scaff2556068_83,PmrF,Multi-metal_resistance,FPVA,63436,peptide
Tailing,Tailing_JX.bin.535,JX_tailings_Scaff2558572_165,mdtA,Multi-metal_resistance,RECGM,20530,multidrug
Tailing,Tailing_JX.bin.535,JX_tailings_Scaff2558572_77,vanM,Multi-metal_resistance,RECGM,63209,glycopeptide
Tailing,Tailing_JX.bin.54,JX_tailings_Scaff0114648_108,vanB,Arsenic_resistance,ARST,86668,glycopeptide
Tailing,Tailing_JX.bin.54,JX_tailings_Scaff0692116_9,penA,Multi-metal_resistance,MODC,30373,beta-lactam
Tailing,Tailing_JX.bin.54,JX_tailings_Scaff0760323_86,multidrug_ABC_transporter,Multi-metal_resistance,CZCP,84181,multidrug
Tailing,Tailing_JX.bin.54,JX_tailings_Scaff0760323_87,multidrug_ABC_transporter,Multi-metal_resistance,CZCP,86049,multidrug
Tailing,Tailing_JX.bin.54,JX_tailings_Scaff1085144_30,cob(I)alamin_adenolsyltransferase,Multi-metal_resistance,MODC,1780,unclassified
Tailing,Tailing_JX.bin.54,JX_tailings_Scaff1700038_100,tet41,Iron_resistance,ACN,20243,tetracycline
Tailing,Tailing_JX.bin.54,JX_tailings_Scaff2514246_20,clbB,Multi-metal_resistance,RECGM,9452,phenicol
Tailing,Tailing_JX.bin.541,JX_tailings_Scaff0229862_21,rpoB2,Copper_resistance,DNAK,21898,multidrug
Tailing,Tailing_JX.bin.541,JX_tailings_Scaff0971476_51,tetA(48),Copper_resistance,DNAK,12905,tetracycline
Tailing,Tailing_JX.bin.541,JX_tailings_Scaff0981705_29,patA,Chromium_resistance,RECG,4948,fluoroquinolone
Tailing,Tailing_JX.bin.545,JX_tailings_Scaff0101628_93,sul4,Copper_resistance,DNAK,19346,sulfonamide
Tailing,Tailing_JX.bin.545,JX_tailings_Scaff0147072_38,kasugamycin_resistance_protein_ksgA,Multi-metal_resistance,IRLR,36012,aminoglycoside
Tailing,Tailing_JX.bin.545,JX_tailings_Scaff0147072_74,cystathionine_beta-lyase_patB,Multi-metal_resistance,IRLR,66949,unclassified
Tailing,Tailing_JX.bin.545,JX_tailings_Scaff0171896_56,TriA,Multi-metal_resistance,IRLR,16204,triclosan
Tailing,Tailing_JX.bin.545,JX_tailings_Scaff0171896_57,TriC,Multi-metal_resistance,IRLR,13143,triclosan
Tailing,Tailing_JX.bin.545,JX_tailings_Scaff0218473_201,mdtA,Arsenic_resistance,PSTB,76154,multidrug
Tailing,Tailing_JX.bin.545,JX_tailings_Scaff0218473_219,multidrug_ABC_transporter,Arsenic_resistance,PSTB,58404,multidrug
Tailing,Tailing_JX.bin.545,JX_tailings_Scaff0478108_37,tetA(48),Multi-metal_resistance,RUVBM,82429,tetracycline
Tailing,Tailing_JX.bin.545,JX_tailings_Scaff0512067_54,mexH,Copper_resistance,COPG,831,multidrug
Tailing,Tailing_JX.bin.545,JX_tailings_Scaff0565119_25,tetA(48),Multi-metal_resistance,IRLR,79330,tetracycline
Tailing,Tailing_JX.bin.545,JX_tailings_Scaff1395577_9,vanTrL,Multi-metal_resistance,RECGM,21812,glycopeptide
Tailing,Tailing_JX.bin.545,JX_tailings_Scaff2432230_108,dfrA3,Multi-metal_resistance,CTPC,139655,diaminopyrimidine
Tailing,Tailing_JX.bin.545,JX_tailings_Scaff2432230_143,baeR,Multi-metal_resistance,CTPC,105392,multidrug
Tailing,Tailing_JX.bin.545,JX_tailings_Scaff2432230_47,multidrug_ABC_transporter,Multi-metal_resistance,CTPC,203847,multidrug
Tailing,Tailing_JX.bin.545,JX_tailings_Scaff2632426_94,clbB,Multi-metal_resistance,CZRA,34783,phenicol
Tailing,Tailing_JX.bin.547,JX_tailings_Scaff0338328_7,baeR,Arsenic_resistance,PSTB,1009,multidrug
Tailing,Tailing_JX.bin.547,JX_tailings_Scaff0660648_14,sul4,Arsenic_resistance,ARST,5508,sulfonamide
Tailing,Tailing_JX.bin.547,JX_tailings_Scaff0988878_9,PmrF,Arsenic_resistance,ARSM,9040,peptide
Tailing,Tailing_JX.bin.547,JX_tailings_Scaff2551396_6,PmrF,Copper_resistance,CORR,3424,peptide
Tailing,Tailing_JX.bin.549,JX_tailings_Scaff0682457_19,kasugamycin_resistance_protein_ksgA,Chromium_resistance,RECG,9166,aminoglycoside
Tailing,Tailing_JX.bin.551,JX_tailings_Scaff0051304_10,EmrB-QacA_family_major_facilitator_transporter,Multi-metal_resistance,CTPC,7355,multidrug
Tailing,Tailing_JX.bin.551,JX_tailings_Scaff0051304_48,rphB,Multi-metal_resistance,CTPC,36739,rifamycin
Tailing,Tailing_JX.bin.551,JX_tailings_Scaff1124891_73,mexC,Multi-metal_resistance,CZRA,3094,multidrug
Tailing,Tailing_JX.bin.551,JX_tailings_Scaff1424166_6,vanH,Multi-metal_resistance,CTPC,1019,glycopeptide
Tailing,Tailing_JX.bin.554,JX_tailings_Scaff0950757_87,AIM-1,Arsenic_resistance,ARST,7104,beta-lactam
Tailing,Tailing_JX.bin.557,JX_tailings_Scaff0417377_42,PmrF,Arsenic_resistance,ARST,13725,peptide
Tailing,Tailing_JX.bin.557,JX_tailings_Scaff0483758_17,vanG,Multi-metal_resistance,CORB,19311,glycopeptide
Tailing,Tailing_JX.bin.557,JX_tailings_Scaff0483758_8,penA,Multi-metal_resistance,CORB,30621,beta-lactam
Tailing,Tailing_JX.bin.557,JX_tailings_Scaff0642653_19,hp1181,Multi-metal_resistance,RUVBM,12050,multidrug
Tailing,Tailing_JX.bin.557,JX_tailings_Scaff0642653_57,macA,Multi-metal_resistance,RUVBM,22757,MLS
Tailing,Tailing_JX.bin.557,JX_tailings_Scaff1077848_13,multidrug_ABC_transporter,Tellurium_resistance,ACTP1,6959,multidrug
Tailing,Tailing_JX.bin.557,JX_tailings_Scaff1239473_101,dfrA3,Copper_resistance,COPA,18682,diaminopyrimidine
Tailing,Tailing_JX.bin.557,JX_tailings_Scaff1239473_7,sul3,Arsenic_resistance,PSTB,1485,sulfonamide
Tailing,Tailing_JX.bin.557,JX_tailings_Scaff1307748_42,kasugamycin_resistance_protein_ksgA,Multi-metal_resistance,CORC,11844,aminoglycoside
Tailing,Tailing_JX.bin.557,JX_tailings_Scaff1307748_69,bcrA,Multi-metal_resistance,CORC,14680,bacitracin
Tailing,Tailing_JX.bin.557,JX_tailings_Scaff1546699_19,emrA,Multi-metal_resistance,SILA,18611,multidrug
Tailing,Tailing_JX.bin.557,JX_tailings_Scaff1546699_20,emrB,Multi-metal_resistance,SILA,17041,multidrug
Tailing,Tailing_JX.bin.557,JX_tailings_Scaff1703530_12,multidrug_ABC_transporter,Mercury_resistance,MERA,943,multidrug
Tailing,Tailing_JX.bin.557,JX_tailings_Scaff1703530_29,multidrug_ABC_transporter,Multi-metal_resistance,IRLR,10062,multidrug
Tailing,Tailing_JX.bin.557,JX_tailings_Scaff1914264_148,penA,Multi-metal_resistance,CNRT,44156,beta-lactam
Tailing,Tailing_JX.bin.557,JX_tailings_Scaff1914264_216,TriA,Multi-metal_resistance,CNRT,20496,triclosan
Tailing,Tailing_JX.bin.557,JX_tailings_Scaff1914264_217,TriC,Multi-metal_resistance,CNRT,21578,triclosan
Tailing,Tailing_JX.bin.56,JX_tailings_Scaff0481804_24,patA,Copper_resistance,COPG,12356,fluoroquinolone
Tailing,Tailing_JX.bin.56,JX_tailings_Scaff0500964_25,sul4,Arsenic_resistance,PSTB,17724,sulfonamide
Tailing,Tailing_JX.bin.560,JX_tailings_Scaff0077562_7,dfrA3,Multi-metal_resistance,FPTA,3313,diaminopyrimidine
Tailing,Tailing_JX.bin.560,JX_tailings_Scaff1289790_29,aph(6)-I,Multi-metal_resistance,FPTA,5444,aminoglycoside
Tailing,Tailing_JX.bin.560,JX_tailings_Scaff1477262_6,multidrug_ABC_transporter,Iron_resistance,ACN,3660,multidrug
Tailing,Tailing_JX.bin.560,JX_tailings_Scaff1538115_21,oprN,Sodium_resistance,NHAB,7813,multidrug
Tailing,Tailing_JX.bin.560,JX_tailings_Scaff1887641_8,rosA,Multi-metal_resistance,FPTA,3385,fosmidomycin
Tailing,Tailing_JX.bin.560,JX_tailings_Scaff1913638_6,mexM,Multi-metal_resistance,IRLR,3659,multidrug
Tailing,Tailing_JX.bin.560,JX_tailings_Scaff2156745_7,vanH,Multi-metal_resistance,CZCR,3467,glycopeptide
Tailing,Tailing_JX.bin.574,JX_tailings_Scaff0099187_39,penA,Copper_resistance,CORR,13210,beta-lactam
Tailing,Tailing_JX.bin.574,JX_tailings_Scaff0099187_48,vanB,Copper_resistance,CORR,17847,glycopeptide
Tailing,Tailing_JX.bin.574,JX_tailings_Scaff1453935_10,clbB,Copper_resistance,DNAK,3545,phenicol
Tailing,Tailing_JX.bin.574,JX_tailings_Scaff1743708_19,cob(I)alamin_adenolsyltransferase,Arsenic_resistance,PSTB,37707,unclassified
Tailing,Tailing_JX.bin.574,JX_tailings_Scaff1743708_22,oprM,Arsenic_resistance,PSTB,34423,multidrug
Tailing,Tailing_JX.bin.574,JX_tailings_Scaff1743708_23,mexB,Arsenic_resistance,PSTB,31241,multidrug
Tailing,Tailing_JX.bin.574,JX_tailings_Scaff1743708_24,mexA,Arsenic_resistance,PSTB,30074,multidrug
Tailing,Tailing_JX.bin.575,JX_tailings_Scaff0429502_3,penA,Copper_resistance,CUTE,7334,beta-lactam
Tailing,Tailing_JX.bin.578,JX_tailings_Scaff0324779_13,patA,Multi-metal_resistance,PITA,5506,fluoroquinolone
Tailing,Tailing_JX.bin.578,JX_tailings_Scaff0488027_4,aph(3')-I,Multi-metal_resistance,RUVBM,7728,aminoglycoside
Tailing,Tailing_JX.bin.578,JX_tailings_Scaff0501136_15,aph(3')-I,Multi-metal_resistance,FPTA,4554,aminoglycoside
Tailing,Tailing_JX.bin.578,JX_tailings_Scaff0607380_13,multidrug_ABC_transporter,Multi-metal_resistance,MGTA,9542,multidrug
Tailing,Tailing_JX.bin.578,JX_tailings_Scaff0874278_34,LpeB,Multi-metal_resistance,IRLR,3647,MLS
